gene,wnt3a,wnt5a,wnt3a_direction,wnt5a_direction,wnt3a_unadjusted,wnt5a_unadjusted,full_names,descriptions
DYNLRB2,1.0,1.0,-,-,0.15830242337545783,0.6433299631818633,,
DYNLRB1,1.0,1.0,-,+,0.6975366871271607,0.6214153544480576,,
DYNLL2,1.0,1.0,+,+,0.6086531814853786,0.2755888884208916,,
DYNLL1,1.0,1.0,-,-,0.8316183604698322,0.8475960307651331,,
EDA2R,1.0,1.0,0,-,1.0,0.04365946986667452,,
EDARADD,1.0,1.0,+,+,0.3486411394402042,0.4676047546093973,,
EDC3,1.0,1.0,-,-,0.7676439152389033,0.8149020114591813,,
EFTUD2,1.0,1.0,+,+,0.20987507129406102,0.33046011464063674,,
EFTUD1,1.0,1.0,+,+,0.11611652351681558,0.25081535976844566,,
EFS,1.0,1.0,-,-,0.00629929345163282,0.0014340366346115522,,
EFR3B,1.0,1.0,0,+,1.0,0.373900966300059,,
EFR3A,1.0,1.0,+,+,0.23019964108049873,0.373900966300059,,
EFNB3,1.0,1.0,-,-,0.8415958224260158,0.43533094251437593,,
EFNB1,1.0,1.0,+,0,0.5517855072529712,1.0,,
EFNA5,1.0,1.0,+,+,0.7246586364960955,0.3486411394402042,,
EFNA4,1.0,1.0,-,-,0.08045982425025712,0.01855356229278278,,
EFNA3,1.0,1.0,0,-,1.0,0.11611652351681545,,
EFNA2,1.0,1.0,-,0,0.11611652351681545,1.0,,
EFHD2,1.0,1.0,+,+,0.0890093425000857,0.024110110551390906,,
EFHD1,1.0,1.0,-,-,0.05723523110663147,0.8149020114591813,,
EFNB2,1.0,1.0,+,+,0.7780495489000209,0.4345036166529368,,
EGFL8,1.0,1.0,+,0,0.4216482551761942,1.0,,
EGFR,1.0,1.0,-,0,0.373900966300059,1.0,,
EID1,1.0,1.0,+,+,0.952318850853862,0.5036337733530656,,
EI24,1.0,1.0,-,-,0.2411218685465038,0.008035152232242038,,
EHMT2,1.0,1.0,-,-,0.06467689395635304,0.0160109657045456,,
EHMT1,1.0,1.0,+,+,0.5390795735253242,0.3452714989013448,,
EHHADH,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
EHD4,1.0,1.0,0,+,1.0,0.1011915072182954,,
EHD3,1.0,1.0,0,-,1.0,0.5185185185185183,,
EHD1,1.0,1.0,-,-,0.01613008990009254,0.007490433881274519,,
EHBP1,1.0,1.0,+,+,0.25081535976844566,0.5185185185185183,,
EGR2,1.0,1.0,-,+,0.024110110551390906,0.7676439152389032,,
EGR1,1.0,1.0,-,+,0.0006081849444633362,0.373900966300059,,
EGLN3,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
EGLN2,1.0,1.0,-,-,0.1874365093768971,0.2589058393189457,,
EGLN1,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
EFHC1,1.0,1.0,+,+,0.06676654481198813,0.0031255892524457277,,
EEF1B2,1.0,1.0,+,+,0.373900966300059,0.802482016928897,,
EEF1A2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
EEF1A1,1.0,1.0,0,+,1.0,0.1161165235168155,,
EED,1.0,1.0,+,+,0.16327898574659308,0.373900966300059,,
EEA1,1.0,1.0,+,+,0.1011915072182954,0.0241101105513909,,
EDNRB,1.0,1.0,-,-,0.5304116756741083,0.4199398146660486,,
EEF1D,1.0,1.0,-,-,0.5906788156355689,0.46791019903446257,,
EDN2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
EDF1,1.0,1.0,+,+,0.8231253373381906,0.08013043672839998,,
EDEM3,1.0,1.0,+,+,0.14814814814814806,0.04742065558431962,,
EDEM2,1.0,1.0,-,-,0.016130089900092518,0.007490433881274526,,
EDEM1,1.0,1.0,+,+,0.23019964108049873,0.373900966300059,,
EDC4,1.0,1.0,-,-,0.5185185185185183,0.373900966300059,,
EEF1E1,1.0,1.0,+,+,0.21216066824412586,0.13883070523694635,,
EFHA1,1.0,1.0,+,+,0.5401298351999188,0.037860559149214455,,
EFEMP2,1.0,1.0,-,-,0.0021921298066929413,0.10119150721829552,,
EFCAB9,1.0,1.0,0,+,1.0,0.373900966300059,,
EFCAB7,1.0,1.0,+,+,0.1011915072182954,0.11611652351681558,,
EFCAB4A,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
EFCAB2,1.0,1.0,-,+,0.9219836582435417,0.38665397231851695,,
EFCAB11,1.0,1.0,0,+,1.0,0.5185185185185183,,
EFCAB10,1.0,1.0,+,+,0.3739009663000589,0.6433299631818634,,
EFCAB1,1.0,1.0,+,-,0.373900966300059,0.5185185185185183,,
EEPD1,1.0,1.0,+,0,0.373900966300059,1.0,,
EEFSEC,1.0,1.0,+,+,0.5614380442505257,0.7676439152389032,,
EEF2,1.0,1.0,-,-,0.13339957840418082,0.36984219715502437,,
EEF1G,1.0,1.0,-,-,0.13177756749413536,0.41686553040650864,,
EFHB,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
EID2,1.0,1.0,+,+,0.48517029279387175,0.0328220638642476,,
DPP10,1.0,1.0,-,-,0.11611652351681558,0.11611652351681558,,
DPM2,1.0,1.0,-,-,0.8024820169288969,0.3739009663000589,,
DPM1,1.0,1.0,+,+,0.15697509057448766,0.09126024444398571,,
DPH3P1,1.0,1.0,+,-,0.5185185185185183,0.373900966300059,,
DPH3,1.0,1.0,+,+,0.32616423534506034,0.012189655522202573,,
DPH2,1.0,1.0,+,+,0.19257874249363308,0.14814814814814806,,
DPH1,1.0,1.0,-,-,0.373900966300059,0.04742065558431962,,
DPF2,1.0,1.0,+,+,0.4917670010221689,0.373900966300059,,
DPF1,1.0,1.0,-,-,0.015317152853963716,0.0025432077780720465,,
DPCD,1.0,1.0,+,+,0.27837056482261857,0.005179626440890456,,
DPAGT1,1.0,1.0,+,+,0.09126024444398571,0.1840740319505769,,
DPF3,1.0,1.0,-,-,0.5185185185185183,0.11611652351681558,,
DOT1L,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
DPP8,1.0,1.0,+,0,0.6433299631818633,1.0,,
DPY30,1.0,1.0,+,+,0.6933744988700355,0.1204810667559192,,
DPY19L4,1.0,1.0,0,+,1.0,0.23019964108049873,,
DPY19L3,1.0,1.0,+,+,0.07392618853329194,0.007762602689870699,,
DPY19L1P1,1.0,1.0,0,+,1.0,0.5185185185185183,,
DPPA4,1.0,1.0,-,+,0.5185185185185183,0.25081535976844566,,
DPP9,1.0,1.0,-,-,0.373900966300059,0.11611652351681558,,
DPY19L1,1.0,1.0,+,+,0.6433299631818633,0.15830242337545783,,
DOPEY1,1.0,1.0,+,0,0.41686553040650864,1.0,,
DONSON,1.0,1.0,+,+,0.17552336907134372,0.0025702607653999305,,
DOC2A,1.0,1.0,0,+,1.0,0.6433299631818633,,
DNTTIP2,1.0,1.0,+,+,0.1857118116287346,0.019511852248409484,,
DNTTIP1,1.0,1.0,+,+,0.9262493976809029,0.26962104196508296,,
DNPEP,1.0,1.0,+,+,0.6433299631818633,0.11611652351681558,,
DNMT3B,1.0,1.0,-,+,0.32946033078190295,0.3739009663000589,,
DNMT3A,1.0,1.0,+,+,0.09444632678197333,0.07392618853329194,,
DOC2B,1.0,1.0,0,+,1.0,0.373900966300059,,
DNMT1,1.0,1.0,-,-,0.11611652351681558,0.16478902078337992,,
DNMBP,1.0,1.0,0,+,1.0,0.1011915072182954,,
DOCK1,1.0,1.0,+,+,0.23779614445826522,0.004356821798038289,,
DOCK10,1.0,1.0,+,+,0.1011915072182954,0.373900966300059,,
DOM3Z,1.0,1.0,-,-,0.3739009663000589,0.3739009663000589,,
DOLPP1,1.0,1.0,-,-,0.004535416625043113,0.004535416625043113,,
DOLK,1.0,1.0,+,+,0.1699899506484637,0.02538644793661528,,
DOK6,1.0,1.0,+,0,0.373900966300059,1.0,,
DOK5,1.0,1.0,+,+,0.13470193531896707,0.03347174496163146,,
DOK4,1.0,1.0,0,+,1.0,0.373900966300059,,
DOK3,1.0,1.0,0,+,1.0,0.1161165235168155,,
DOK1,1.0,1.0,-,-,0.11611652351681558,0.15830242337545783,,
DOHH,1.0,1.0,-,-,0.4439388886920743,0.05015088943171935,,
DOCK9,1.0,1.0,+,+,0.6778688286992494,0.373900966300059,,
DOCK7,1.0,1.0,+,+,0.6086531814853784,0.06676654481198813,,
DOCK6,1.0,1.0,-,0,0.373900966300059,1.0,,
DOCK5,1.0,1.0,-,0,0.11611652351681558,1.0,,
DOCK4,1.0,1.0,0,+,1.0,0.5185185185185183,,
DPYD,1.0,1.0,0,+,1.0,0.11611652351681558,,
DPYSL2,1.0,1.0,-,-,0.022587105490149195,0.019554212720304612,,
DPYSL3,1.0,1.0,+,+,0.17898971435873356,0.11195735491533047,,
DUS1L,1.0,1.0,+,+,0.607167577712837,0.47662066727284136,,
DTYMK,1.0,1.0,-,-,0.01852004431049372,0.006247851309539617,,
DTX4,1.0,1.0,-,+,0.02009210701311459,0.2836006501464564,,
DTX3L,1.0,1.0,+,+,0.373900966300059,0.11611652351681558,,
DTX2,1.0,1.0,-,-,0.05565447755974251,0.006073611651889929,,
DTWD1,1.0,1.0,0,-,1.0,0.373900966300059,,
DTNBP1,1.0,1.0,-,0,0.5614380442505257,1.0,,
DTNB,1.0,1.0,+,+,0.11846479931931933,0.1270463929852858,,
DTNA,1.0,1.0,+,0,0.5771657225482517,1.0,,
DTX3,1.0,1.0,-,+,0.48181741497864583,0.4418233076836301,,
DUS3L,1.0,1.0,+,0,0.1011915072182954,1.0,,
DUS4L,1.0,1.0,+,+,0.06016984650357827,0.025386447936615292,,
DUSP1,1.0,1.0,-,-,0.23019964108049873,0.6433299631818634,,
DUSP5,1.0,1.0,-,0,0.373900966300059,1.0,,
DUSP4,1.0,1.0,+,-,0.296181029336144,0.8682736240923681,,
DUSP3,1.0,1.0,+,+,0.8861768476249401,0.022002868057878388,,
DUSP28,1.0,1.0,+,+,0.5185185185185184,0.1011915072182954,,
DUSP26,1.0,1.0,0,-,1.0,0.1161165235168155,,
DUSP23,1.0,1.0,-,0,0.373900966300059,1.0,,
DUSP22,1.0,1.0,+,0,0.5185185185185183,1.0,,
DUSP2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
DUSP19,1.0,1.0,-,+,0.5185185185185183,0.373900966300059,,
DUSP18,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
DUSP15,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
DUSP14,1.0,1.0,+,+,0.498092965153375,0.7595779751818486,,
DUSP12,1.0,1.0,+,+,0.37611779497224596,0.03694635365847044,,
DUSP11,1.0,1.0,+,+,0.7780495489000209,0.1447039986063304,,
DTL,1.0,1.0,+,+,0.1012881789502161,0.53776269342355,,
DUSP6,1.0,1.0,-,-,0.002583579851587934,0.0017381429104119503,,
DSTYK,1.0,1.0,+,-,0.7415210563082062,0.4216482551761943,,
DROSHA,1.0,1.0,+,+,0.19626117814926947,0.06016984650357827,,
DRG2,1.0,1.0,-,+,0.3869116417179261,0.8415958224260158,,
DRG1,1.0,1.0,+,+,0.22298295781488434,0.05268471457492034,,
DRD4,1.0,1.0,0,+,1.0,0.373900966300059,,
DSC2,1.0,1.0,+,0,0.3739009663000589,1.0,,
DRAP1,1.0,1.0,-,+,0.4826513980532153,0.910623649743606,,
DRAM2,1.0,1.0,0,+,1.0,0.373900966300059,,
DRAM1,1.0,1.0,+,+,0.3739009663000589,0.6433299631818634,,
DR1,1.0,1.0,+,+,0.25081535976844566,0.06676654481198813,,
DPYSL5,1.0,1.0,-,+,0.3772290809327846,0.546188118635323,,
DPYSL4,1.0,1.0,-,-,0.01613008990009254,0.1024235330559222,,
DSTNP2,1.0,1.0,+,+,0.23019964108049873,0.23019964108049873,,
DSTN,1.0,1.0,0,+,1.0,0.14703513930315304,,
DST,1.0,1.0,+,+,0.373900966300059,0.04742065558431957,,
DSN1,1.0,1.0,+,+,0.024896163460222727,0.016130089900092504,,
DSG2,1.0,1.0,0,+,1.0,0.1161165235168155,,
DSEL,1.0,1.0,+,+,0.373900966300059,0.15830242337545783,,
DSE,1.0,1.0,+,0,0.7676439152389032,1.0,,
DSCR9,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
DSCR8,1.0,1.0,0,+,1.0,0.373900966300059,,
DSCR6,1.0,1.0,+,-,0.373900966300059,0.5185185185185183,,
DSCR3,1.0,1.0,+,0,0.3739009663000589,1.0,,
DSCC1,1.0,1.0,+,+,0.017252812899948736,0.010059710280046907,,
DTD1,1.0,1.0,+,+,0.598240763465383,0.2721992848826087,,
DNM1,1.0,1.0,+,+,0.5185185185185183,0.5185185185185183,,
EID2B,1.0,1.0,0,-,1.0,0.373900966300059,,
EIF1,1.0,1.0,-,+,0.2617456774137691,0.7305500038682997,,
ERH,1.0,1.0,-,+,0.7434181840437453,0.11204255059631013,,
ERGIC3,1.0,1.0,-,-,0.051605957811174726,0.039235957695134535,,
ERGIC2,1.0,1.0,+,+,0.14470399860633032,0.04907193277072708,,
ERGIC1,1.0,1.0,+,+,0.421648255176194,0.7488684500235265,,
ERF,1.0,1.0,-,-,0.3739009663000589,0.15830242337545783,,
ERCC8,1.0,1.0,+,+,0.3486411394402038,0.0031255892524457277,,
ERI1,1.0,1.0,+,+,0.05504060895249949,0.007762602689870689,,
ERCC6L,1.0,1.0,+,+,0.06858710562414264,0.007762602689870689,,
ERCC4,1.0,1.0,+,+,0.1011915072182954,0.1011915072182954,,
ERCC3,1.0,1.0,+,+,0.16478902078338004,0.017797404893687974,,
ERCC2,1.0,1.0,+,+,0.4168655304065087,0.25081535976844566,,
ERC2,1.0,1.0,+,-,0.5185185185185183,0.373900966300059,,
ERC1,1.0,1.0,+,+,0.1161165235168155,0.007490433881274529,,
ERBB4,1.0,1.0,+,+,0.45725253597220444,0.8834610671467296,,
ERBB3,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
ERCC5,1.0,1.0,+,+,0.18900365845517536,0.035168452805356964,,
ERBB2IP,1.0,1.0,+,+,0.29875358128172846,0.015032957874186494,,
ERI2,1.0,1.0,+,+,0.148148148148148,0.006184543373572051,,
ERICH1,1.0,1.0,-,+,0.5185185185185183,0.6433299631818633,,
ERRFI1,1.0,1.0,-,+,0.5185185185185183,0.25081535976844566,,
ERP44,1.0,1.0,+,+,0.06676654481198815,0.14814814814814806,,
ERP29,1.0,1.0,0,+,1.0,0.7944021065372829,,
ERI3,1.0,1.0,+,+,0.329460330781903,0.42936878977155285,,
ERO1LB,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
ERN1,1.0,1.0,-,0,0.11611652351681558,1.0,,
ERMP1,1.0,1.0,+,+,0.11611652351681558,0.5185185185185183,,
ERLIN2,1.0,1.0,+,+,0.7415210563082062,0.148148148148148,,
ERLIN1,1.0,1.0,+,+,0.48181741497864583,0.6433299631818634,,
ERLEC1,1.0,1.0,+,+,0.4025317946731052,0.010636627840554918,,
ERO1L,1.0,1.0,+,0,0.373900966300059,1.0,,
ERAP1,1.0,1.0,-,-,0.11611652351681545,0.10119150721829531,,
EPHX1,1.0,1.0,-,+,0.3739009663000589,0.11611652351681565,,
EPHB4,1.0,1.0,-,-,0.373900966300059,0.1011915072182954,,
EPHB3,1.0,1.0,0,+,1.0,0.1011915072182954,,
EPHB2,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
EPHB1,1.0,1.0,+,0,0.007762602689870699,1.0,,
EPHA7,1.0,1.0,-,+,0.1161165235168155,0.1011915072182954,,
EPHX2,1.0,1.0,-,0,0.6433299631818633,1.0,,
EPHA6,1.0,1.0,+,0,0.1161165235168155,1.0,,
EPHA3,1.0,1.0,-,+,0.01613008990009254,0.5185185185185183,,
EPHA2,1.0,1.0,+,+,0.6778688286992494,0.8593081179143116,,
EPDR1,1.0,1.0,-,+,0.6917613009591068,0.05504060895249949,,
EPHX4,1.0,1.0,-,+,0.04742065558431962,0.373900966300059,,
EPM2A,1.0,1.0,0,-,1.0,0.373900966300059,,
ERAL1,1.0,1.0,+,+,0.16875228479781734,0.09634107616344247,,
EPT1,1.0,1.0,+,+,0.15830242337545783,0.15830242337545783,,
EPS8L1,1.0,1.0,-,-,0.06676654481198808,0.6433299631818633,,
EPS8,1.0,1.0,+,+,0.25081535976844566,0.1011915072182954,,
EPS15L1,1.0,1.0,+,+,0.25081535976844566,0.14814814814814806,,
EPS15,1.0,1.0,+,+,0.7415210563082062,0.0021106458450912712,,
EPRS,1.0,1.0,+,+,0.08311286262616159,0.025481481481481456,,
EPN2,1.0,1.0,-,-,0.10119150721829531,0.04742065558431962,,
EPN1,1.0,1.0,-,-,0.02854926177696174,0.0040033790883613335,,
EPM2AIP1,1.0,1.0,+,+,0.7415210563082062,0.035168452805356964,,
ESAM,1.0,1.0,0,-,1.0,0.11611652351681558,,
ESCO1,1.0,1.0,+,+,0.15830242337545783,0.15830242337545783,,
ESCO2,1.0,1.0,+,+,0.06006489793765929,0.007762602689870699,,
ESD,1.0,1.0,+,+,0.5371404478061659,0.12834155259569963,,
EXOG,1.0,1.0,+,+,0.23019964108049873,0.1011915072182954,,
EXOC8,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
EXOC6B,1.0,1.0,-,-,0.373900966300059,0.23019964108049873,,
EXOC6,1.0,1.0,0,+,1.0,0.23019964108049873,,
EXOC5,1.0,1.0,+,+,0.23019964108049873,0.013235599563682695,,
EXOC4,1.0,1.0,+,+,0.373900966300059,0.148148148148148,,
EXOSC1,1.0,1.0,-,-,0.7275791242073757,0.8789963875091062,,
EXOC3,1.0,1.0,+,+,0.6433299631818633,0.23019964108049873,,
EXOC2,1.0,1.0,+,+,0.1161165235168155,0.007490433881274519,,
EXOC1,1.0,1.0,+,-,0.4695180027741297,0.373900966300059,,
EXO1,1.0,1.0,-,-,0.2605745473680253,0.0002655051878404987,,
EXD3,1.0,1.0,-,0,0.373900966300059,1.0,,
EXD2,1.0,1.0,+,+,0.46760475460939743,0.5185185185185183,,
EWSR1,1.0,1.0,+,0,0.373900966300059,1.0,,
EXOSC10,1.0,1.0,+,+,0.6917613009591068,0.09126024444398571,,
EXOSC2,1.0,1.0,+,+,0.2745766290948482,0.04742065558431962,,
EXOSC3,1.0,1.0,+,+,0.6005399303965651,0.14417703983206723,,
EZH2,1.0,1.0,+,+,0.00028011633390900663,8.141506482411108e-05,,
EZH1,1.0,1.0,-,0,0.373900966300059,1.0,,
EYA3,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
EYA1,1.0,1.0,+,+,0.1011915072182954,0.4216482551761943,,
EXTL2,1.0,1.0,+,+,0.0014186112260286736,5.375862387032373e-05,,
EXT2,1.0,1.0,-,-,0.4437670761922598,0.6163947964578569,,
EXT1,1.0,1.0,+,+,0.06661170601883903,0.1161165235168155,,
EXOSC9,1.0,1.0,+,+,0.19346805943907971,0.04338134510405727,,
EXOSC8,1.0,1.0,+,+,0.35731602240857135,0.13591134476196332,,
EXOSC7,1.0,1.0,+,+,0.19034892486208285,0.13177756749413536,,
EXOSC6,1.0,1.0,+,0,0.5185185185185184,1.0,,
EXOSC5,1.0,1.0,+,-,0.4216482551761939,0.27943964336646304,,
EXOSC4,1.0,1.0,+,+,0.16957900857444383,0.13941250995609525,,
EPC2,1.0,1.0,+,+,0.2524005486968447,0.04742065558431957,,
ESYT2,1.0,1.0,+,+,0.1161165235168155,0.1011915072182954,,
ESYT1,1.0,1.0,-,+,0.373900966300059,0.49895827918764263,,
ESRRG,1.0,1.0,-,0,0.6433299631818633,1.0,,
ESRRB,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ESRRA,1.0,1.0,-,-,0.373900966300059,0.23019964108049873,,
ETAA1,1.0,1.0,+,+,0.38665397231851684,0.007182328566300193,,
ESPL1,1.0,1.0,+,0,0.1161165235168155,1.0,,
ESF1,1.0,1.0,+,+,0.18682180013447572,0.0014731194152033781,,
ETF1,1.0,1.0,+,+,0.6433299631818632,0.1840740319505769,,
ETFA,1.0,1.0,+,+,0.5031894051102644,0.3152961908951065,,
ETFB,1.0,1.0,-,-,0.526231672615663,0.06993398937467406,,
EVL,1.0,1.0,+,+,0.914760033201712,0.29924777735126395,,
EVI5L,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
EVC,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
ETV6,1.0,1.0,+,+,0.5185185185185183,0.25081535976844566,,
ETV5,1.0,1.0,+,+,0.5122252586995419,0.025721420742506516,,
ETV4,1.0,1.0,-,-,0.04882301674307357,0.00039357983478233594,,
ETV3,1.0,1.0,+,-,0.5185185185185183,0.373900966300059,,
ETV1,1.0,1.0,+,+,0.0006995783117282605,0.007182328566300193,,
ETS2,1.0,1.0,+,+,0.0010575646158306863,0.1011915072182954,,
ETNK2,1.0,1.0,-,+,0.15830242337545783,0.6086531814853786,,
ETNK1,1.0,1.0,+,+,0.148148148148148,0.017704298600124183,,
ETHE1,1.0,1.0,+,-,0.8540797033781717,0.6213082950374968,,
ETFDH,1.0,1.0,+,+,0.23019964108049873,0.373900966300059,,
EPC1,1.0,1.0,+,+,0.1925787424936332,0.09444632678197333,,
ELAVL2,1.0,1.0,+,+,0.7545789235414244,0.8899165133405489,,
ELAVL1,1.0,1.0,+,+,0.5390795735253242,0.1659883738175125,,
ELAC2,1.0,1.0,-,-,0.44162444073340384,0.11788132810691807,,
ELAC1,1.0,1.0,+,+,0.29425636802442634,0.011056493393450077,,
EIF6,1.0,1.0,-,-,0.49392357104268814,0.014867866277763915,,
EIF5B,1.0,1.0,+,+,0.5517855072529712,0.035262876320844676,,
EIF5A,1.0,1.0,-,-,0.07133860152523011,0.005441847301885054,,
EIF4H,1.0,1.0,+,+,0.051374430844368046,0.08900934250008556,,
EIF4G3,1.0,1.0,+,+,0.2524005486968447,0.02489616346022275,,
EIF4G2,1.0,1.0,-,-,0.007347482079196247,0.07495713843167921,,
EIF4G1,1.0,1.0,+,+,0.3739009663000589,0.3739009663000589,,
EIF4ENIF1,1.0,1.0,+,+,0.18900365845517536,0.01613008990009254,,
EIF4EBP3,1.0,1.0,-,-,0.0432440896562702,0.005784564495535118,,
EIF4EBP2,1.0,1.0,+,+,0.31956957753740217,0.30354769064411663,,
EIF4EBP1,1.0,1.0,+,+,0.9060051441515475,0.7290049633465563,,
EIF5,1.0,1.0,+,+,0.652622286437674,0.1744989533003634,,
EIF4E3,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
ELAVL4,1.0,1.0,-,-,0.373900966300059,0.373900966300059,,
ELF2,1.0,1.0,0,+,1.0,0.6433299631818633,,
ELOVL1,1.0,1.0,-,+,0.23019964108049873,0.3486411394402042,,
ELOF1,1.0,1.0,-,-,0.17061828029159992,0.9202384446818321,,
ELMOD3,1.0,1.0,0,-,1.0,0.373900966300059,,
ELMOD2,1.0,1.0,+,+,0.1925787424936332,0.004356821798038289,,
ELMO3,1.0,1.0,0,-,1.0,0.373900966300059,,
ELMO2,1.0,1.0,-,0,0.23019964108049873,1.0,,
ELMO1,1.0,1.0,0,+,1.0,0.5185185185185183,,
ELL,1.0,1.0,0,+,1.0,0.373900966300059,,
ELK4,1.0,1.0,+,+,0.23779614445826533,0.013235599563682695,,
ELK3,1.0,1.0,+,+,0.373900966300059,0.15830242337545783,,
ELK1,1.0,1.0,-,-,0.08900934250008556,0.002192129806692939,,
ELF4,1.0,1.0,+,+,0.373900966300059,0.373900966300059,,
ELL3,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
EIF4E2,1.0,1.0,+,+,0.4441071127897941,0.13850842383782444,,
EIF4E,1.0,1.0,+,+,0.08422728134887822,0.03582783192021214,,
EIF2C4,1.0,1.0,0,+,1.0,0.373900966300059,,
EIF2C3,1.0,1.0,+,+,0.1011915072182954,0.11611652351681558,,
EIF2C2,1.0,1.0,+,+,0.1011915072182954,0.06676654481198815,,
EIF2C1,1.0,1.0,+,+,0.5790154287158978,0.07338845685615614,,
EIF2B5,1.0,1.0,+,+,0.1550162111421669,0.0341094231674096,,
EIF2B3,1.0,1.0,+,+,0.09073317168478051,0.008970902498598023,,
EIF2B2,1.0,1.0,+,+,0.3590955293251374,0.032532525130804096,,
EIF2D,1.0,1.0,-,-,0.05504060895249944,0.050150889431719275,,
EIF2B1,1.0,1.0,+,+,0.25283567584542116,0.07452462958845353,,
EIF2AK3,1.0,1.0,+,+,0.11611652351681558,0.373900966300059,,
EIF2AK2,1.0,1.0,+,0,0.6778688286992494,1.0,,
EIF2A,1.0,1.0,+,+,0.1011915072182954,0.02489616346022275,,
EIF1B,1.0,1.0,+,+,0.5114534916628016,0.05008671403752846,,
EIF1AX,1.0,1.0,+,+,0.33046011464063674,0.04365946986667452,,
EIF1AD,1.0,1.0,-,+,0.5743070587774863,0.910623649743606,,
EIF2AK4,1.0,1.0,+,+,0.01613008990009254,0.23019964108049873,,
EIF2S1,1.0,1.0,+,+,0.1800770691334223,0.05384318805900435,,
EIF2S2,1.0,1.0,+,+,0.34649037019369566,0.033471744961631446,,
EIF2S3,1.0,1.0,+,+,0.2564349645483265,0.0642901109859878,,
EIF4B,1.0,1.0,+,+,0.2878641347266908,0.13177756749413536,,
EIF4A3,1.0,1.0,+,+,0.2780879826779259,0.11890924946607688,,
EIF4A2,1.0,1.0,+,+,0.5982851431689283,0.043659469866674565,,
EIF4A1,1.0,1.0,-,-,0.011166262012430237,0.0017469121251718267,,
EIF3M,1.0,1.0,-,-,0.3837331909012565,0.5423211897856566,,
EIF3L,1.0,1.0,+,+,0.660956359341883,0.2513649064092881,,
EIF3K,1.0,1.0,-,+,0.3584563446229644,0.5799312580460048,,
EIF3J,1.0,1.0,+,+,0.07048399691021993,0.05137443084436802,,
EIF3IP1,1.0,1.0,+,+,0.23019964108049873,0.25081535976844566,,
EIF3I,1.0,1.0,+,+,0.07402144791968387,0.04647675141942171,,
EIF3H,1.0,1.0,+,+,0.5521838575975755,0.2252481573117878,,
EIF3G,1.0,1.0,-,-,0.4451174534508758,0.6841735724143465,,
EIF3F,1.0,1.0,+,+,0.7415210563082062,0.5614380442505257,,
EIF3E,1.0,1.0,+,+,0.935786357902858,0.295422443055755,,
EIF3D,1.0,1.0,+,+,0.7076189829363639,0.15094405366901753,,
EIF3B,1.0,1.0,+,-,0.6917613009591068,0.18682180013447572,,
EIF3A,1.0,1.0,+,+,0.2914231438358021,0.08939135556051717,,
ELOVL2,1.0,1.0,+,+,0.11611652351681558,0.11611652351681558,,
ELOVL4,1.0,1.0,+,+,0.033471744961631446,0.035168452805357006,,
ELOVL5,1.0,1.0,+,+,0.20987507129406094,0.07915239224411885,,
ENSA,1.0,1.0,+,+,0.668187037034234,0.668187037034234,,
ENPP5,1.0,1.0,+,+,0.11611652351681558,0.373900966300059,,
ENPP4,1.0,1.0,+,+,0.11611652351681558,0.01613008990009254,,
ENPP2,1.0,1.0,-,+,0.364956442065992,0.157483552827169,,
ENPP1,1.0,1.0,+,0,0.373900966300059,1.0,,
ENOSF1,1.0,1.0,+,+,0.2878641347266908,0.1161165235168155,,
ENOPH1,1.0,1.0,+,+,0.2745766290948482,0.08449269732256581,,
ENO4,1.0,1.0,0,+,1.0,0.373900966300059,,
ENO2,1.0,1.0,0,+,1.0,0.06676654481198813,,
ENO1-AS1,1.0,1.0,-,0,0.15501621114216696,1.0,,
ENO1,1.0,1.0,-,-,0.15779985945438874,0.0004682755100753469,,
ENOX2,1.0,1.0,+,+,0.16478902078338,0.0031255892524457277,,
ENTPD1,1.0,1.0,+,-,0.5185185185185183,0.373900966300059,,
EPB41L5,1.0,1.0,0,+,1.0,0.148148148148148,,
EPB41L4A,1.0,1.0,+,+,0.3452714989013448,0.06676654481198815,,
EPB41L3,1.0,1.0,-,+,0.373900966300059,0.373900966300059,,
EPB41L2,1.0,1.0,-,-,0.00596518950076152,0.009374849683907858,,
